English,Spanish
"23. The report submitted by the Croatian delegation clearly stated that no policy of ethnic cleansing was practised.
","23. El informe presentado por la delegación croata declara de manera explícita que no se practica una política de limpieza étnica.
"
"He would like to know, however, what practical measures had been adopted to promote tolerance among the various peoples residing in the Republic. Were there any educational programmes, policy campaigns or efforts to disseminate information that would promote ethnic tolerance?
","Sin embargo, el orador quisiera saber qué medidas prácticas se han adoptado para fomentar la tolerancia entre los diversos pueblos que residen en la República. ¿Se promueve la tolerancia étnica mediante programas educativos, campañas políticas o esfuerzos por difundir información?
"
"24. It would be interesting to know what steps the Republic of Croatia believed the international community could take to help put an end to the barbaric atrocities committed against Croatians outside the country's territory and to ensure that the perpetrators of such atrocities were punished.
","24. Sería interesante saber qué podría hacer la comunidad internacional, en opinión de la República de Croacia, para contribuir a poner fin a las brutales atrocidades cometidas contra los croatas fuera del territorio del país y cerciorarse de que los responsables de estas atrocidades reciban el castigo que merecen.
"
"26. In conclusion, he said he was convinced that the Republic of Croatia was committed to the cause of human rights.
","26. Para concluir, el Sr. Sadi dice que tiene el convencimiento de que la República de Croacia está profundamente identificada con la causa de los derechos humanos.
"
"There might be isolated problems, but with time and effort they could be solved.
","Si bien pueden surgir problemas aislados, el tiempo y el esfuerzo permitirán solucionarlos.
"
"27. Miss CHANET welcomed the delegation of the Republic of Croatia and thanked it for its efforts to answer the Committee's questions despite the upheaval and destruction in the country.
","27. La Sra. CHANET da la bienvenida a la delegación de la República de Croacia y le agradece su intento de responder a las preguntas del Comité a pesar del caos y la destrucción imperantes en el país.
"
"She had noted with satisfaction that the Government intended to incorporate the Covenant into domestic legislation, and she was certain the dialogue with the Committee would be useful in clarifying Croatia's position on the Covenant.
","La oradora observó con satisfacción que el Gobierno procura incorporar el Pacto a la legislación nacional y está segura de que el diálogo con el Comité ayudará a aclarar la actitud de Croacia con respecto a ese instrumento.
"
"28. It was stated in the report submitted by Croatia that there was no policy of ethnic cleansing there.
","28. En el informe presentado por Croacia se declara que no se practica una política de limpieza étnica.
"
"That was not the view taken in the report prepared by CSCE, however, which indicated that in the territory controlled by Croatia, the Serbian population was the target of human rights violations.
","Sin embargo, no es ésta la impresión que refleja el informe de la CSCE, que declara que en el territorio bajo control croata la población serbia es víctima de violaciones de los derechos humanos.
"
"The CSCE report cited cases of housing belonging to Serbs being destroyed or given to refugees, of shops belonging to Serbs being attacked, of Serbs being dismissed from Government service and of ""wanted"" notices for Serbian intellectuals being published in the Croatian press.
","El informe de la CSCE cita casos de viviendas pertenecientes a serbios que fueron destruidas o entregadas a refugiados, ataques a tiendas pertenecientes a serbios, despidos de serbios de la administración pública y la publicación en la prensa croata de anuncios sobre intelectuales serbios ""buscados por la justicia"".
"
"She asked whether those measures were not in themselves a form of ethnic cleansing.
","La oradora pregunta si estas medidas no constituyen en sí mismas una forma de limpieza étnica.
"
"29. The report submitted by Croatia stated that charges had been brought against 49 individuals for kidnapping and against 33 persons for arbitrary arrests.
","29. El informe presentado por Croacia declara que se inculpó de secuestro a 49 personas y de detención arbitraria a otras 33.
"
"The CSCE report and the information provided by non-governmental organizations, however, indicated that the follow-up being given to the charges was by no means energetic.
","El informe de la CSCE y la información suministrada por organizaciones no gubernamentales señalan, no obstante, que el seguimiento de estas acusaciones es muy poco dinámico.
"
"She requested information from the delegation on how the charges were being pursued and what punishment had been decided on for individuals guilty of arbitrary arrest or summary execution.
","La oradora solicita explicaciones a la delegación sobre el curso dado a estas acusaciones y las penas impuestas a los culpables de detenciones arbitrarias o de ejecuciones sumarias.
"
"30. Noting the statement in the report that there were no detention camps in the territory controlled by Croatia, she requested clarification as to whether that meant that there were none in Bosnia and Herzegovina.
","30. Refiriéndose a la declaración que se hace en el informe de que en el territorio controlado por Croacia no hay campos de detención, la Sra. Chanet pide que se le aclare si ello significa que no hay ningún campo en Bosnia y Herzegovina.
"
"31. Mr. PRADO VALLEJO said it was encouraging to see that the Government of Croatia had acceded to the Covenant.
","31. El Sr. PRADO VALLEJO dice que la adhesión del Gobierno de Croacia al Pacto es alentadora.
"
"The Covenant established a number of responsibilities, primary among which was the investigation of any violations of human rights and the punishment of the guilty parties.
","Entre las responsabilidades que define el Pacto, una de las principales es la de investigar cualquier violación de los derechos humanos y castigar a los culpables.
"
"The report submitted by Croatia said nothing about what was being done to deal with human rights violations which had been reported on by a number of reliable sources.
","El informe presentado por Croacia no se refiere a las medidas que se están tomando para juzgar las violaciones de derechos humanos denunciadas por diversas fuentes fiables.
"
"The Special Rapporteur, for example, indicated in his report (E/CN.4/1992/S-1/9), paras. 28 and 30) that the importance of the human rights violations suffered by ethnic Serbs could not be underestimated, and referred to prosecution of an individual accused of being a ""chetnic"".
","Por ejemplo, el Relator Especial señala en su informe (E/CN.4/1992/S-1/9, párrs. 28 y 30) que la importancia de las violaciones de los derechos humanos sufridas por los serbios étnicos en Croacia no puede subestimarse y menciona la persecución de que fue víctima una persona acusada de ser ""chetnic"".
"
"Information on those points would be appreciated.
","El orador desearía recibir información al respecto.
"
"32. Annex II to the Special Rapporteur's report mentioned an openly Fascist militia and political party that was considered to be responsible for most of the abuses committed against Serbs.
","32. El anexo II del informe del Relator Especial menciona un partido político y milicia cuya ideología es abiertamente fascista y al que se considera responsable de la mayoría de los abusos cometidos contra los serbios.
"
"He was shocked to discover that in a day and age when human rights had been enshrined in a number of international instruments, there was a resurgence of the same mentality that had been the basis for persecution during the Nazi era.
","El orador descubre con estupor que, en una época en que los derechos humanos están consagrados en diversos instrumentos internacionales, resurge una mentalidad similar a la que fundamentó las persecuciones durante el período nazi.
"
"He was sure, however, that the Committee's dialogue with the Republic of Croatia would contribute to ending human rights abuses in that country.
","Sin embargo, está convencido de que el diálogo del Comité con la República de Croacia contribuirá a poner fin a las violaciones de los derechos humanos en ese país.
"
"33. Mr. MÜLLERSON thanked the Croatian delegation for the information provided in its opening statement and in writing.
","33. El Sr. MÜLLERSON agradece a la delegación croata la información suministrada por escrito y en su declaración inaugural.
"
"In civil wars pitting neighbour against neighbour, there were no innocent parties.
","En las guerras civiles, que enfrentan a vecinos contra vecinos, no hay partes inocentes.
"
"He agreed with Mrs. Higgins that, in respect of the Covenant and other international instruments, no differentiation could be made between the aggressor and the victim of aggression.
","Coincide con la Sra. Higgins en que, con respecto al Pacto y a otros instrumentos internacionales, no puede establecerse una diferencia entre el agresor y la víctima de la agresión.
"
"It was for that reason that the Committee was inquiring into Croatia's implementation of the Covenant.
","Por eso el Comité examina la aplicación del Pacto por Croacia.
"
"34. Paragraph 26 of the Special Rapporteur's report referred to practices that had resulted in the flight of a large number of Serbs from Croatia to Serbia.
","34. El párrafo 26 del informe del Relator Especial menciona prácticas que provocaron la huida de un gran número de serbios de Croacia a Serbia.
"
"He found it difficult to see what that meant if not a form of ethnic cleansing - perhaps less violent than in other situations, but nevertheless the same phenomenon.
","El orador no comprende qué distingue esto de la limpieza étnica; quizá sea menos violenta que en otras situaciones pero, de todos modos, se trata del mismo fenómeno.
"
"35. He agreed with Mr. Herndl that clarification should be provided concerning the lists indicating the ethnic origin of citizens of Croatia. Such documents might well serve as the basis for discrimination.
","35. El Sr. Müllerson está de acuerdo con el Sr. Herndl en que deben darse aclaraciones con respecto a las listas que indican el origen étnico de los ciudadanos de Croacia, ya que estos documentos podrían servir de base para la discriminación.
"
"36. Finally, he agreed with other members of the Committee that an explanation should be given regarding the presence and actions of Croatian forces in Bosnia and Herzegovina.
","36. Por último, coincide con los demás miembros del Comité en que deben explicarse la presencia y las acciones de fuerzas croatas en Bosnia y Herzegovina.
"
"37. Mr. EL SHAFEI welcomed the delegation of a State party that had newly acceded to the Covenant and thanked it for providing as much documentation as it could.
","37. El Sr. El SHAFEI da la bienvenida a la delegación de un Estado Parte que acaba de adherirse al Pacto y le agradece que haya suministrado toda la documentación posible.
"
"He associated himself with the hope expressed at the end of the Croatian report that the dialogue with the Committee would assist the Republic of Croatia in implementing the Covenant, even in the current difficult situation.
","El orador se asocia a la declaración que figura al final del informe de Croacia y espera también que el diálogo con el Comité ayude a esa República a aplicar correctamente el Pacto, incluso en la difícil coyuntura actual.
"
"38. He would be interested to know the status of the Covenant and other international treaties signed by the Republic of Croatia in relation to domestic law.
","38. El orador quisiera saber qué lugar ocupan el Pacto y otros tratados internacionales firmados por la República de Croacia con respecto al derecho nacional.
"
"The adoption of the Constitutional Law on Human Rights and Freedoms and the Rights of Ethnic and National Communities or Minorities, referred to in section I of the report, was a welcome development.
","En ese sentido, la Ley constitucional sobre los derechos humanos y libertades y los derechos de las comunidades o minorías étnicas o nacionales constituye un acontecimiento positivo.
"
"Article 3 of that Law indicated that the Republic protected the equality of national and ethnic groups and minorities.
","El artículo 3 de dicha ley dispone que la República protege la igualdad de los grupos y minorías étnicos y nacionales.
"
"He would appreciate a listing of the groups characterized as minorities, information on their numerical strength and clarification as to whether it was the Government's intention to relocate members of such groups in specific places.
","El orador desearía que se le suministrara una lista de los grupos clasificados como minorías, información sobre su importancia numérica y aclaraciones sobre si el Gobierno tiene la intención de trasladarlos a lugares específicos.
"
"The Law seemed to represent a promising effort to deal with the existence of a number of ethnic and national groups in the territory of the former Yugoslavia. Would the Croatian Government be favourable to a similar law being passed in other countries of the former Yugoslavia in relation to Croatian nationals?
","La ley parece representar un esfuerzo promisorio de dar cabida a la existencia de diversos grupos étnicos y nacionales en el territorio de la antigua Yugoslavia. ¿Sería favorable el Gobierno croata a la aprobación de una ley similar en otros países de la antigua Yugoslavia, aplicable a los nacionales croatas?
"
"39. Noting that the Government of Croatia had established a provisional court for human rights, he inquired how it functioned and what legal instruments and guarantees it applied.
","39. Observando que el Gobierno de Croacia estableció un tribunal provisional de derechos humanos, el orador pregunta cómo funciona este órgano y que garantías e instrumentos jurídicos aplica.
"
"40. Mr. AGUILAR URBINA endorsed Mrs. Higgins' comments about victims and aggressors.
","40. El Sr. AGUILAR URBINA se une a las observaciones de la Sra. Higgins relativas a las víctimas y los agresores.
"
"Reports from a number of reliable sources indicated that all parties to the conflict in the former Yugoslavia were violating human rights.
","Diversos informes de fuentes fidedignas señalan que todas las partes en el conflicto de la antigua Yugoslavia cometen violaciones de los derechos humanos.
"
"He had been shocked to see in a recent issue of the Tribune de Genève a photograph of a Croatian soldier wearing a Nazi emblem.
","El orador se escandalizó al ver, en un número reciente de la Tribune de Genève una fotografía de un soldado croata enarbolando un emblema nazi.
"
"Such symbols constituted violations of article 20 of the Covenant, which prohibited advocacy of national, racial or religious hatred.
","Estos símbolos constituyen violaciones del artículo 20 del Pacto, que prohíbe toda apología del odio nacional, racial y religioso.
"
"He wondered what measures were being taken to cope with such violations.
","El orador se pregunta qué medidas se están tomando para hacer frente a estas violaciones.
"
"41. The lists referred to by Mr. Herndl could constitute the prelude to ethnic cleansing, and he inquired what was being done to prevent them from being drawn up.
","41. Las listas mencionadas por el Sr. Herndl podrían constituir un preludio a la limpieza étnica y el orador pregunta qué medidas se adoptan para evitar la elaboración de estas listas.
"
"42. Members had been told that there were no detention camps in Croatian territory.
","42. Se dijo a los miembros del Comité que no había campos de detención en el territorio croata.
"
"However, the Special Rapporteur had referred to a number of places, including schools, factories and apartments, where thousands of persons were being held.
","Sin embargo, el Relator Especial ha mencionado una serie de lugares, incluidas viviendas, escuelas y fábricas, en los que permanecen detenidas miles de personas.
"
"It therefore appeared that there were places where people were detained under the jurisdiction of members of the Croatian army.
","Por consiguiente, parecería que hay lugares de detención bajo jurisdicción del ejército croata.
"
"43. The Special Rapporteur had also referred to Serbs who were being held in a bank basement in Sarajevo with Croatian soldiers in charge.
","43. El Relator Especial se refirió también a los serbios detenidos en el sótano de un banco en Sarajevo vigilados por soldados croatas.
"
"44. According to the CSCE report and other documents before the Committee, many cases involving war crimes and ethnic cleansing had been brought before the courts and it seemed that the accused were always Serbs and never Croats.
","44. Según el informe de la CSCE y otros documentos a disposición del Comité se juzgaron muchos casos de crímenes de guerra y de limpieza étnica y parecería que los acusados son siempre serbios y nunca croatas.
"
"45. Mr. WENNERGREN congratulated the Government of Croatia on having established an Office for Inter-Ethnic Relations, which he thought would be a useful instrument.
","45. El Sr. WENNERGREN felicita al Gobierno de Croacia por haber establecido una oficina encargada de las relaciones interétnicas que, en su opinión, será un órgano de gran utilidad.
"
"He would like to know what instructions had been given to the Office and along what lines it would approach its tasks.
","Desearía saber qué instrucciones se impartieron a la oficina y conforme a qué principios llevará a cabo su labor.
"
"46. With regard to the term ""ethnic cleansing"", he said that according to article 2 of the Universal Declaration of Human Rights, ethnic origin should play no role at all in the enjoyment of human rights.
","46. Con respecto al término ""limpieza étnica"" el orador dice que, de conformidad con el artículo 2 de la Declaración Universal de Derechos Humanos, el origen étnico no puede influir en absoluto sobre el disfrute de los derechos humanos.
"
"He would welcome information on what the Office for Inter-Ethnic Relations might do to promote the eradication of ethnic criteria in the future.
","El orador desearía recibir información sobre las medidas que podría tomar la oficina encargada de las relaciones interétnicas para promover la eliminación de criterios étnicos en el futuro.
"
"47. He noted that the Minister of the Interior had been assigned the task of preventing sabotage and military action.
","47. El Sr. Wennergren observa que se encomendó al Ministerio del Interior la tarea de prevenir sabotajes y acciones militares.
"
"There were certainly many weapons hidden in Croatia following the armed conflict and he would like to know whether measures had been taken to prevent them from being turned over to Bosnia and Herzegovina.
","Sin duda, tras el conflicto quedan muchas armas escondidas en Croacia y el orador quisiera saber si se han tomado medidas para evitar que sean llevadas a Bosnia y Herzegovina.
"
"He would also like to know what policies Croatia was pursuing with regard to the Croats in Bosnia and Herzegovina who were in a difficult situation and in need of assistance.
","Desearía también saber qué política aplica Croacia en relación con los croatas de Bosnia y Herzegovina que se encuentran en situación difícil y necesitan ayuda.
"
"48. Mr. VUKAS (Croatia) referred, first of all, to the following statement in his Government's report: ""The Croatian Government believes that this distinction between the aggressor and the victim must be a basis of any consideration of the situation in Croatia with regard to human rights.""
","48. El Sr. VUKAS (Croacia) se refiere, en primer término, a la siguiente declaración contenida en el informe de su Gobierno: ""El Gobierno croata opina que esta distinción entre el agresor y la víctima debe ser la base de cualquier examen acerca de la situación de los derechos humanos en Croacia"".
"
"The statement did not mean that there should be a difference between individuals according to whether they came under the aggressor Government or were citizens of Croatia.
","La declaración no significa que deba establecerse una diferencia entre las personas según que pertenezcan a la nacionalidad del gobierno agresor o sean ciudadanas de Croacia.
"
"What his Government had wanted to indicate was that all the violations of human rights had constituted aggression.
","Lo que su Gobierno desea destacar es que todas las violaciones de los derechos humanos constituyen agresión.
"
"During the war in Croatia, part of the Serbian ethnic group had joined the aggressors and committed violations.
","Durante la guerra en Croacia parte del grupo étnico serbio se unió a los agresores y cometió violaciones de los derechos humanos.
"
"That was the reason for the sentence in question, although he now realized that it might be interpreted as being contrary to the basis for human rights protection under the Covenant.
","Ello motivó la citada declaración, si bien ahora el orador toma conciencia de que podría interpretársela como contraria a la base sobre la que se garantizan los derechos humanos en virtud del Pacto.
"
"49. The Office for Inter-Ethnic Relations set up by his Government had branches in various districts.
","49. La oficina encargada de las relaciones interétnicas establecida por su Gobierno tiene oficinas auxiliares en varios distritos.
"
"Its primary function was to propose measures to monitor the application of laws and regulations.
","Su función esencial es proponer medidas para supervisar la aplicación de leyes y reglamentos.
"
"The branches had established a council where all representatives of different ethnic groups and minorities met to present their problems.
","Las oficinas auxiliares establecieron un consejo en el que se reúnen todos los representantes de los diversos grupos étnicos y minorías para exponer sus problemas.
"
"At the same time, they received persons whose cases had not been dealt with properly by judicial and other organs in Croatia.
","Asimismo, reciben a personas cuyos casos no fueron resueltos adecuadamente por los órganos judiciales y otras instancias en Croacia.
"
"They were very active and had to handle hundreds of cases.
","Estas oficinas son muy dinámicas y deben ocuparse de centenares de casos.
"
"50. From the point of view of international law, it was clear that the sovereign State of Bosnia and Herzegovina, recognized by the United Nations and a State Member of the Organization, had the right to individual and collective self-defence.
","50. Desde la óptica del derecho internacional es evidente que el Estado soberano de Bosnia y Herzegovina, que ha sido reconocido por las Naciones Unidas y es Estado Miembro de la Organización, tiene derecho a la autodefensa individual y colectiva.
"
"Unfortunately, the United Nations could only try to provide humanitarian assistance.
","Lamentablemente, las Naciones Unidas sólo pueden intentar proporcionar asistencia humanitaria.
"
"As a neighbouring State, Croatia was entitled to help its young neighbour to survive.
","Como Estado aledaño, Croacia tiene derecho a prestar ayuda a su joven vecino para que pueda sobrevivir.
"
"That was the relationship between the two States, but the Government of Croatia could not be held responsible for atrocities committed in the other State.
","Esta es la relación existente entre ambos Estados, pero no puede hacerse responsable al Gobierno de Croacia de las atrocidades cometidas en Bosnia y Herzegovina.
"
"51. With regard to the status of international treaties, in early October his Government had notified the depositaries of many international treaties of its decision to consider itself a successor State in respect of the ratification of the former Federal Republic of Yugoslavia.
","51. En lo referente a la situación de los tratados internacionales, a principios de octubre su Gobierno notificó a los depositarios de diversos instrumentos su decisión de considerarse Estado sucesor con respecto a la ratificación de aquéllos por la antigua República Federal de Yugoslavia.
"
"Concerning bilateral treaties, his Government intended to be bound by all the obligations of the former Yugoslavia if the treaties were in accordance with Croatia's interests.
","En relación con los tratados bilaterales, su Gobierno tiene la intención de ajustarse a todas las obligaciones contraídas por la antigua Yugoslavia si los tratados concuerdan con los intereses de Croacia.
"
"Under article 134 of the Constitution, international agreements concluded and ratified in accordance with the Constitution were part of Croatia's international order and prevailed over national legislation.
","En virtud del artículo 134 de la Constitución, los acuerdos internacionales concertados y ratificados de conformidad con ese instrumento foman parte del orden internacional aceptado por Croacia y tienen preeminencia sobre la legislación nacional.
"
"52. Referring to the question of ethnic groups and minorities in Croatia, he said that in addition to Croats there were Serbs, Muslims, Slovenes, Czechs, Italians, Hungarians, Jews and other groups.
","52. Refiriéndose a la cuestión de los grupos étnicos y las minorías en Croacia el orador dice que, además de los croatas, hay serbios, musulmanes, eslovenos, checos, italianos, húngaros, judíos y otros grupos.
"
"Anyone who wished to be considered as belonging to a minority had the right to do so and enjoyed all the rights guaranteed under the Constitution.
","Quienquiera que estime pertenecer a una minoría tiene derecho a hacerlo y goza de todos los derechos garantizados por la Constitución.
"
"There was no wish on the part of the Government to change anything in respect of their geographical situation.
","El Gobierno no desea introducir ninguna modificación en la situación geográfica de estos grupos y minorías.
"
"53. The Government of Croatia had included provisions in its Constitutional Law of December 1991 with regard to minorities, but those provisions and the implementation of substantive regulations depended on the willingness of those concerned to accept them.
","53. En su Ley constitucional de diciembre de 1991 el Gobierno de Croacia incluyó disposiciones relativas a las minorías; pero tanto estas medidas como la aplicación de reglamentos sustantivos dependen de la voluntad de aceptarlas de todos los interesados.
"
"The application of those rules, particularly those concerning the Serbian minority, depended on a decision of the present rulers of that minority in one part of Croatia to recognize that they were citizens of Croatia and that their future should be within the framework of the Croatian legal order and the international solutions found to the problems of the former Yugoslavia.
","La aplicación de estas normas, en particular las relativas a la minoría serbia, dependen de una decisión de los gobernantes actuales de dicha minoría en una zona de Croacia, a saber, reconocer que son ciudadanos de Croacia y que su futuro se inscribirá en el orden jurídico croata y en las soluciones internacionales para los problemas de la antigua Yugoslavia.
"
"In that connection, he said that Serbs living in other parts of Croatia had recently received new schools and a Serbian organization called the Serbian Community, which had been banned in the early 1950s, had been re-established to protect the national rights of Serbs in Croatia.
","En relación con esto, el orador dice que los serbios que habitan otras partes de Croacia obtuvieron recientemente nuevas escuelas y recibieron a una organización serbia denominada Comunidad Serbia, proscrita a comienzos del decenio de 1950 e instaurada ahora para velar por los derechos nacionales de los serbios en Croacia.
"
"54. His Government used the term ""ethnic"" in the spirit of the provisions of article 27 of the Covenant.
","54. El Gobierno de Croacia utiliza el término ""étnico"" en el espíritu de las disposiciones del artículo 27 del Pacto.
"
"It was merely being realistic to acknowledge the existence of ethnic minorities in Croatia.
","El realismo obliga a reconocer que en Croacia existen minorías étnicas.
"
"55. Mr. KRAPAC (Croatia) said that the Croatian system of criminal justice operated according to the well-known continental pattern whereby the police carried out inquiries and were obliged to report all cases to the Public Prosecutor's Office.
","55. El Sr. KRAPAC (Croacia) dice que el sistema croata de justicia penal funciona según el conocido esquema continental en virtud del cual la policía realiza investigaciones y está obligada a informar sobre todos los casos a la Fiscalía.
"
"Following an investigation, a charge-sheet was drawn up and the case was tried in a court, which then handed down a judgement.
","Después de realizada una investigación se prepara un acta de acusación y el caso se juzga ante los tribunales, que dictan sentencia.
"
"There were courts of first instance, courts of second instance and a Supreme Court which was the guardian of the law.
","Existen tribunales de primera instancia, de segunda instancia y un Tribunal Supremo, que es el custodio de la ley.
"
"At the beginning of the war against Croatia, that system had operated for several months under extremely difficult conditions and the police authorities had been the only forces able to offer resistance to the military action.
","En los primeros meses de la guerra contra Croacia, ese sistema funcionó en condiciones extremadamente difíciles y las autoridades policiales fueron las únicas capaces de resistir a la acción militar.
"
"As a result, certain police forces had been unable to perform their functions.
","Como resultado de esto, algunas fuerzas policiales no pudieron desempeñar regularmente sus funciones.
"
"The situation had then improved and, after 1 January 1992, the police had been able to perform their duties in a more normal fashion.
","Pero la situación mejoró después y, desde el 1º de enero de 1992, la policía puede desempeñar sus tareas más normalmente.
"
"56. According to the Ministry of Justice, judicial statistics for the period August 1990-July 1992 showed that the number of persons reported for criminal offences connected with the war or armed conflict in Croatia was 21,951.
","56. Según el Ministerio de Justicia, las estadísticas judiciales del período comprendido entre agosto de 1990 y julio de 1992 muestran que 21.951 personas fueron denunciadas por delitos relacionados con la guerra o el conflicto armado en Croacia.
"
"Those reported for a specific offence against State security included Serbs, Croats and Muslims.
","Entre los acusados de un delito específico contra la seguridad del Estado figuran serbios, croatas y musulmanes.
"
"57. Other criminal offences classified as crimes against humanity and international law involved 1,880 persons.
","57. Otras 1.880 personas fueron acusadas de delitos considerados crímenes de lesa humanidad y contrarios al derecho internacional.
"
"They were perpetrators of war crimes against civilian populations and prisoners of war.
","Se trata de autores de crímenes de guerra contra poblaciones civiles y prisioneros de guerra.
"
"58. Members of the military who committed crimes were brought before military courts.
","58. Fueron procesados miembros de las fuerzas armadas que cometieron delitos.
"
"In that connection, he said that the total number of such persons, who belonged to all nationalities, was 6,829.
","En relación con esto, el orador dice que fueron enjuiciados en total 6.829 militares de todas las nacionalidades.
"
"59. With regard to the question raised concerning the word ""clarified"", he said that it was a police term which meant that where a perpetrator had been identified and reported to the Public Prosecutor's Office, the latter took action under the so-called principle of mandatory prosecution - a concept from German and Austrian law - and requested the opening of a judicial investigation.
","59. Con respecto a la pregunta formulada sobre el término ""esclarecer"", el orador explica que es un término policial según el cual una vez que se identificó y denunció ante la Fiscalía al autor de un delito, ésta actúa en virtud del principio denominado de procesamiento obligatorio -un concepto del derecho alemán y austríaco- y solicita el inicio de una investigación judicial.
"
"60. According to the data available, there had so far been 423 court judgements, 91 per cent resulting in convictions, for criminal offences in connection with the armed conflict.
","60. Según los datos disponibles, hasta el momento se han pronunciado 423 fallos judiciales, un 91% de los cuales resultó en condenas por delitos relacionados con el conflicto armado.
"
"Account should be taken of the fact that, while justice must be served, it must not be hasty.
","Hay que tener presente que, si bien ha de hacerse justicia, no debe precipitarse el proceso.
"
"61. With regard to allegations in the CSCE report concerning the destruction of over 6,000 Serbian homes in the previous 10 months, the following figures had been provided by the Croatian Ministry of the Interior: from 1 January to 31 August 1992, there had been 4,014 cases of destruction of homes in which the victims had been Serbs, 1,067 cases involving Croats and 115 cases involving members of other groups.
","61. Con respecto a las alegaciones contenidas en el informe de la CSCE relativas a la destrucción de más de 6.000 viviendas serbias en los 10 meses precedentes, el Ministerio del Interior de Croacia suministró las siguientes cifras: entre el 1º de enero y el 31 de agosto de 1992 hubo 4.014 casos de destrucción de viviendas en los que las víctimas eran serbios, 1.067 casos que afectaron a croatas y 115 a miembros de otros grupos.
"
"62. With regard to the concrete measures taken in the criminal justice system to combat advocacy of racial and religious hatred, he referred to article 39 of the Constitution and to data provided by the Ministry of the Interior to the effect that 42 crimes of incitement to national or religious intolerance or hatred under article 236 (k) of the Penal Code had been reported in the first 9 months of 1992.
","62. Refiriéndose a las medidas concretas adoptadas en el sistema de justicia penal para combatir la apología del odio racial y religioso, el orador se refiere al artículo 39 de la Constitución y a los datos suministrados por el Ministerio del Interior, diciendo que en los primeros 9 meses de 1992 se denunciaron 42 delitos de incitación a la intolerancia nacional o religiosa o al odio en virtud del apartado k) del artículo 236 del Código Penal.
"
"Of those, 40 had been ""clarified"".
","De estos casos, 40 quedaron esclarecidos.
"
"63. Regarding Mr. El Shafei's point concerning the establishment of a court for human rights in Croatia, Croatia had a Constitutional Court, which, in addition to its competence to review the Constitution and legislation, now had the power to receive human rights complaints from individuals.
","63. En relación con la observación del Sr. El Shafei sobre el establecimiento de un tribunal de derechos humanos en Croacia, la República tiene un Tribunal Constitucional que, además de estar facultado para examinar la Constitución y la legislación, puede ahora entender en denuncias de particulares relativas a los derechos humanos.
"
"64. Mr. ŠIMAC (Croatia) said his Government fully shared the view expressed by several members that a Government must not be exonerated from responsibility for human rights violations occurring in its territory.
","64. El Sr. SIMAC (Croacia) dice que su Gobierno comparte plenamente la opinión expresada por varios miembros del Comité de que no puede eximirse a un gobierno de la responsabilidad que le incumbe cuando se producen violaciones de los derechos humanos en su territorio.
"
"However, a distinction should be made between the three quarters of the territory controlled by the Croatian Government, for which the Government was responsible, and the portion that was occupied by the Serbs and under the protection of UNPROFOR, where it was not possible, practically speaking, to control human rights violations.
","No obstante, hay que hacer una distinción entre las tres cuartas partes del territorio controlado por el Gobierno croata, de las que es responsable dicho Gobierno, y la porción ocupada por los serbios y bajo la protección de la UNPROFOR en la que desde un punto de vista práctico es imposible controlar las violaciones de los derechos humanos.
"
"Such violations were the result of the abnormal psychological state of the inhabitants and in reaction to earlier atrocities.
","Estas violaciones resultan del estado psicológico anormal de los habitantes y constituyen una reacción a atrocidades anteriores.
"
"Without giving the impression that the Croatian Government was attempting to justify those violations, he wished to stress the difference between them and the initial violations in Croatia, aimed not only at the State but also at Croatian citizens, mostly Croats and other non-Serbs, and in a few cases at Serbs who had refused to join the Serbian army.
","Sin querer dar la impresión de que el Gobierno croata intenta justificar esas violaciones, el orador desea insistir en la diferencia que existe entre ellas y las violaciones iniciales en Croacia perpetradas no sólo contra el Estado sino también contra la ciudadanía, en la mayoría de los casos contra croatas y otros no serbios y, en muy pocos casos, contra serbios que se negaron a incorporarse al ejército serbio.
"
"65. On the subject of detention camps in Bosnia and Herzegovina, the Croatian Government could not be held responsible for violations in other independent sovereign States.
","65. Con respecto a los campos de detención en Bosnia y Herzegovina, no puede hacerse responsable al Gobierno de Croacia por las violaciones cometidas en otros Estados soberanos independientes.
"
"He was therefore not competent to reply to the questions concerning detention camps in that country.
","Por consiguiente, el delegado no está facultado para responder a las preguntas sobre los campos de detención existentes en ese país.
"
"Regarding detention camps in Croatia, none existed in the meaning he attached to that term, i.e. concentration camps similar to those that had existed during the Second World War.
","En lo que respecta a campos de detención en Croacia, no existe ninguno según el significado que el delegado asigna a ese término, es decir, campos de concentración similares a los que existieron durante la segunda guerra mundial.
"
"Due to the war, Croatia did have three prisoner-of-war camps in its territory, which were under the control of the Ministry of Defence.
","El conflicto actual obligó a Croacia a instalar tres campos de prisioneros de guerra en su territorio, bajo control del Ministerio de Defensa.
"
"Rules for the treatment of the prisoners had been laid down in a decree of the President of the Republic, and the provisions of the Geneva Conventions of 1949 were applied.
","Un decreto del Presidente de la República estableció las reglas para el trato de los prisioneros y en ellos se aplican las disposiciones de los Convenios de Ginebra de 1949.
"
